Year(4)-CountyCode(2)-MunicipalityCode(2)-CaseNumber,County Name,Municipality Name,Crash Date,Crash Day of Week,Crash Time,Police Department Code,Police Department,Police Station,Total Killed,Total Injured,Pedestrians Killed,Pedestrians Injured,Severity,Intersection,Alcohol Involved,Hazmat Involved,Crash Type,Total Vehicles,Location,Location Direction,Route,Route Suffix,Std Rte Identifier,MilePost,Road System,Road Character,Road Horizontal Alignment,Road Grade,Road Surface Type,Surface Condition,Light Condition,Environmental Condition,Road Divided By,Temporary Traffic Control Zone,Distance To Cross Street,Unit Of Measurement,Direction From Cross Street,Cross Street Name,Is Ramp,Ramp To/From Route Name,Ramp To/From Route Direction,Posted Speed,Posted Speed Cross Street,First Harmful Event,Latitude,Longitude,Cell Phone In Use Flag,Other Property Damage,Reporting Badge No.
2019132719-15149-AC,MONMOUTH,MANASQUAN BORO,11/16/2019,SA,1537,01,MANASQUAN PD,MANASQUAN,0,0,0,0,P,B,N,N,08,2,RIVERSIDE DR / THIRD AVE **,,,,13271007__,.04,07,,01,04,02,01,01,01,05,01,50,FE,E,FIRST AVE,,,,25,25,26,,,N,,68
2019132719-15270-AC,MONMOUTH,MANASQUAN BORO,11/20/2019,WE,0919,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,06,2,MONMOUTH COUNTY 20,,20,,13000020__,1.99,05,,01,04,02,01,01,01,05,01,150,FE,S,BEAMS TER,,,,30,25,28,,,N,,66
2019132719-15392-AC,MONMOUTH,MANASQUAN BORO,11/23/2019,SA,1210,01,MANASQUAN PD,,0,1,0,0,I,I,N,N,03,2,NJ 71,,71,,00000071__,.84,02,,01,04,02,01,01,01,05,01,,AT,,VIRGINIA AVE,,,,30,25,26,,,N,,61
2019132719-15566-AC,MONMOUTH,MANASQUAN BORO,11/27/2019,WE,1817,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,06,2,ELIZABETH AVE / OSBORN AVE **,,,,13271079__,.13,07,,01,04,02,01,06,01,05,01,100,FE,S,ATLANTIC AVE,,,,25,25,,,,N,TREE  BUSHES AND FRONT LAWN - JESSICA S STRUGIBENETTI - 58 OSBORN AVE MANASQUAN?,59
2019132719-15728-AC,MONMOUTH,MANASQUAN BORO,12/02/2019,MO,1429,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,08,2,BLAKEY AVE **,,,,13271068__,.15,07,,01,04,02,03,01,03,05,01,100,FE,S,CR 20 / BROAD ST,,,,25,25,26,,,N,,65
2019132719-15828-AC,MONMOUTH,MANASQUAN BORO,12/05/2019,TH,0759,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,01,2,COLBY AVE **,,,,13271030__,.02,07,,01,04,02,01,01,01,05,01,100,FE,W,MAIN ST,,,,25,25,26,,,N,,65
2019132719-15940-AC,MONMOUTH,MANASQUAN BORO,12/08/2019,SU,1324,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,06,2,NARRUMSON RD **,,,,13271054__,.00,07,,01,04,02,01,01,01,05,01,500,FE,W,IROQUIOS RD,,,,25,25,26,,,N,,67
2019132719-16010-AC,MONMOUTH,MANASQUAN BORO,12/10/2019,TU,0818,01,MANASQUAN PD,,0,1,0,0,I,I,N,N,03,3,MONMOUTH COUNTY 20,,20,,13000020__,1.77,05,,01,04,02,02,01,05,05,01,,AT,,CHURCH ST / CURTIS AVE,,,,25,30,26,,,N,,66
2019132719-16023-AC,MONMOUTH,MANASQUAN BORO,12/10/2019,TU,1433,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,01,2,S POTTER AVE / STOCKTON LAKE BLVD **,,,,13271029__,1.05,07,,01,04,02,02,01,02,05,01,20,FE,W,NJ 71 / TAYLOR AVE,,,,25,30,26,,,N,,66
2019132719-16274-AC,MONMOUTH,MANASQUAN BORO,12/16/2019,MO,1828,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,06,2,MONMOUTH COUNTY 20,,20,,13000020__,1.62,05,,01,04,02,02,06,02,05,01,50,FE,S,LAKEWOOD RD / MARCELLUS,,,,30,25,26,,,N,,65
2019132719-16294-AC,MONMOUTH,MANASQUAN BORO,12/17/2019,TU,1039,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,06,2,BRIELLE RD / E MAIN ST / FIRST AVE / FISK AVE,,,,13081097__,2.37,07,,01,04,02,02,01,02,05,01,100,FE,W,PARKER AVE,,,,25,25,28,,,N,,59
2019132719-16436-AC,MONMOUTH,MANASQUAN BORO,12/20/2019,FR,1659,01,MANASQUAN PD,MANASQUAN,0,0,0,0,P,I,N,N,03,2,NJ 71,,71,,00000071__,.99,02,,01,04,02,01,06,01,05,01,,AT,,ABE VOOREHEES AVE / EUCLID AVE,,,,30,25,26,,,N,,68
2019132719-16438-AC,MONMOUTH,MANASQUAN BORO,12/20/2019,FR,1739,01,MANASQUAN PD,,0,2,0,0,I,B,N,N,01,2,NJ 71,,71,,00000071__,1.27,02,,01,04,02,01,06,01,04,01,,,,,,,,30,,26,,,N,,62
2019132719-16539-AC,MONMOUTH,MANASQUAN BORO,12/23/2019,MO,2109,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,06,2,BRIELLE RD / E MAIN ST / FIRST AVE / FISK AVE,,,,13081097__,1.29,07,,01,04,02,01,00,01,05,01,100,FE,N,1ST AVE / E MAIN ST,,,,25,25,26,,,N,,65
2019132719-16563-AC,MONMOUTH,MANASQUAN BORO,12/24/2019,TU,1551,01,MANASQUAN PD,MANASQUAN,0,0,0,0,P,B,N,N,08,2,RIVERSIDE DR / THIRD AVE **,,,,13271007__,.03,07,,01,04,02,01,01,01,05,01,200,FE,W,FIRST AVE,,,,25,25,26,,,N,,68
2019132719-1802-AC,MONMOUTH,MANASQUAN BORO,02/24/2019,SU,1331,01,MANASQUAN PD,PATROL,0,0,0,0,P,I,N,N,01,2,NJ 71,,71,,00000071__,1.06,02,,01,04,02,01,01,01,05,01,,AT,,MAIN ST,,,,25,30,26,,,N,,57
2019132719-1960-AC,MONMOUTH,MANASQUAN BORO,02/28/2019,TH,1834,01,MANASQUAN PD,,0,1,0,0,I,B,N,N,01,2,NJ 71,,71,,00000071__,1.72,02,,01,04,02,01,05,01,05,01,,,,CR 49 / SEAGIRT AVE,,,,25,25,26,,,N,,48
2019132719-2166-AC,MONMOUTH,MANASQUAN BORO,03/06/2019,WE,1033,01,MANASQUAN PD,PATROL,0,0,0,0,P,B,Y,N,11,1,NJ 71,,71,,00000071__,1.06,02,,01,04,02,01,01,01,,01,,,S,MAIN ST,,,,25,35,,,,N,,57
2019132719-2236-AC,MONMOUTH,MANASQUAN BORO,03/08/2019,FR,1431,01,MANASQUAN PD,PATROL,0,0,0,0,P,B,N,N,06,2,ROUTE 524 SPUR,,524,S,00000524S_,3.17,05,,01,04,02,01,01,01,05,01,75,FE,N,N MAIN ST,,,,25,25,28,,,N,,57
2019132719-2250-AC,MONMOUTH,MANASQUAN BORO,03/08/2019,FR,2044,01,MANASQUAN PD,MANASQUAN,0,0,0,0,P,B,N,N,02,4,N MAIN ST **,,,,13271001__,.26,07,,01,04,02,01,05,05,05,01,50,FE,S,ELIZABETH AVE,,,,25,25,26,,,N,,
2019132719-2440-AC,MONMOUTH,MANASQUAN BORO,03/13/2019,WE,2138,01,MANASQUAN PD,,0,0,0,0,P,B,Y,N,06,2,MOHEGAN RD **,,,,13271060__,.02,07,,01,04,02,01,06,01,05,01,100,FE,W,LAKEWOOD RD,,,,25,25,26,,,N,,65
2019132719-2520-AC,MONMOUTH,MANASQUAN BORO,03/15/2019,FR,1825,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,01,2,MONMOUTH COUNTY 49,,49,,13000049__,.17,05,,01,04,02,01,01,01,05,01,100,FE,E,NJ 71,,,,30,35,26,,,N,,67
2019132719-2613-AC,MONMOUTH,MANASQUAN BORO,03/18/2019,MO,0854,01,MANASQUAN PD,,0,0,0,0,P,I,N,N,02,2,CHURCH ST / CURTIS AVE **,,,,13521045__,.63,07,,01,04,02,01,01,01,05,01,,AT,,CENTRAL AVE,,,,25,25,26,,,N,,65
2019132719-2940-AC,MONMOUTH,MANASQUAN BORO,03/26/2019,TU,0747,01,MANASQUAN PD,,0,1,0,0,I,B,N,N,01,2,MARCELLUS AVE **,,,,13271044__,.39,07,,01,04,02,01,01,01,05,01,25,FE,E,CR 20 / SOUTH ST,,,,25,30,26,,,N,,65
2019132719-338-AC,MONMOUTH,MANASQUAN BORO,01/10/2019,TH,2200,01,MANASQUAN PD,PATROL,0,0,0,0,P,B,N,N,11,1,107 TAYLOR AVE,,,,,,09,,01,04,02,01,07,01,,,100,FE,S,STOCKTON LAKE BLVD,,,,30,25,,,,N,REAR BUILDING STRUCTURE - DOMINO'S PIZZA - 107 TAYLOR AVE MANASQUAN NJ 08736,
2019132719-3467-AC,MONMOUTH,MANASQUAN BORO,04/06/2019,SA,1630,01,MANASQUAN PD,,0,0,0,0,P,B,Y,N,03,2,HOLLY PL/PERRINE BLVD/WARREN AVE/WYCKOFF AVE **,,,,13271031__,1.02,07,,01,04,02,01,01,01,05,01,100,FE,N,FLETCHER AVE,,,,25,25,26,,,N,,67
2019132719-3646-AC,MONMOUTH,MANASQUAN BORO,04/10/2019,WE,1702,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,06,2,FIRST AVE **,,,,13271081__,.02,07,,01,04,02,01,01,01,05,01,100,FE,S,E MAIN ST,,,,25,25,26,,,N,,65
2019132719-3700-AC,MONMOUTH,MANASQUAN BORO,04/11/2019,TH,1715,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,02,2,NJ 71,,71,,00000071__,1.34,02,,01,04,02,01,01,01,05,01,50,FE,S,STOCKTON LAKE BLVD,,,,30,25,26,,,N,,65
2019132719-3740-AC,MONMOUTH,MANASQUAN BORO,04/12/2019,FR,1011,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,01,2,NJ 71,,71,,00000071__,1.71,02,,01,04,02,01,01,01,05,01,75,FE,S,CR 49 / SEAGIRT AVE,,,,35,25,26,,,N,,66
2019132719-3745-AC,MONMOUTH,MANASQUAN BORO,04/12/2019,FR,1457,01,MANASQUAN PD,MANASQUAN,0,0,0,0,P,B,N,N,08,2,MHS PARKING LOT,,,,,,09,,01,04,02,01,01,01,05,01,,,,,,,,,,26,,,N,,68
2019132719-3930-AC,MONMOUTH,MANASQUAN BORO,04/16/2019,TU,1558,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,06,2,PEARCE AVE / VW PRESTON WAY **,,,,13271066__,.24,07,,01,04,02,01,01,01,05,01,50,FE,W,MAIN ST,,,,25,25,26,,,N,,65
2019132719-3985-AC,MONMOUTH,MANASQUAN BORO,04/17/2019,WE,1704,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,03,2,NJ 71,,71,,00000071__,1.06,02,,01,04,02,01,01,01,05,01,50,FE,S,MAIN ST,,,,30,25,26,,,N,,61
2019132719-4058-AC,MONMOUTH,MANASQUAN BORO,04/19/2019,FR,0835,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,14,1,ELIZABETH AVE / OSBORN AVE **,,,,13271079__,.02,07,,01,04,02,01,01,01,05,01,100,FE,E,N MAIN ST,,,,25,25,26,,,N,,67
2019132719-4097-AC,MONMOUTH,MANASQUAN BORO,04/20/2019,SA,0839,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,06,2,ABE VORHEES DR/EUCLID AVE/MORRIS AVE **,,,,13271047__,.00,07,,01,04,02,00,00,00,05,01,25,FE,E,CR 20 / SOUTH ST,,,,25,30,26,,,N,,65
2019132719-416-AC,MONMOUTH,MANASQUAN BORO,01/12/2019,SA,2207,01,MANASQUAN PD,PATROL,0,1,0,0,I,B,N,N,06,2,BRIELLE RD / E MAIN ST / FIRST AVE / FISK AVE,,,,13081097__,2.12,07,,01,04,02,01,05,01,05,01,250,FE,E,DEWEY AVE,,,,25,25,26,,,N,,57
2019132719-4170-AC,MONMOUTH,MANASQUAN BORO,04/22/2019,MO,0057,01,MANASQUAN PD,,0,1,0,0,I,B,Y,N,06,2,ABE VORHEES DR/EUCLID AVE/MORRIS AVE **,,,,13271047__,.17,07,,01,04,02,01,06,01,05,01,500,FE,W,NJ 71 / UNION AVE,,,,25,30,28,,,N,MINOR DAMAGE TO POLE BT 355 MSN VERIZON 1 VERIZON WAY BASKING RIDGE NJ 07920,67
2019132719-4526-AC,MONMOUTH,MANASQUAN BORO,04/30/2019,TU,1243,01,MANASQUAN PD,MANASQUAN,0,0,0,0,P,B,N,N,01,2,NJ 71,,71,,00000071__,1.11,02,,01,04,02,01,01,01,05,01,250,FE,N,MAIN ST,,,,30,25,26,,,N,,68
2019132719-4552-AC,MONMOUTH,MANASQUAN BORO,05/01/2019,WE,0057,01,MANALAPAN TWP PD,MANASQUAN,0,0,0,0,P,B,Y,N,06,2,ELIZABETH AVE / OSBORN AVE **,,,,13271079__,.00,07,,01,04,02,01,04,01,05,01,50,FE,W,N MAIN ST,,,,30,25,26,,,N,,68
2019132719-4779-AC,MONMOUTH,MANASQUAN BORO,05/06/2019,MO,1800,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,06,2,E MAIN ST,,,,,,07,,01,04,02,01,01,01,05,01,150,FE,W,SOUTH POTTER AVE,,,,25,25,28,,,N,,59
2019132719-4827-AC,MONMOUTH,MANASQUAN BORO,05/07/2019,TU,1710,01,MANASQUAN PD,,0,0,0,0,P,I,N,N,03,2,CEDAR AVE / MEADOW AVE / PERRINE BLVD **,,,,13271016__,.19,07,,01,04,02,01,01,01,05,01,,AT,,FARRAGUT AVE,,,,25,25,26,,,N,,67
2019132719-4979-AC,MONMOUTH,MANASQUAN BORO,05/10/2019,FR,1827,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,06,2,MONMOUTH COUNTY 20,,20,,13000020__,2.28,05,,01,04,02,01,01,01,05,01,350,FE,S,BLAKEY AVE,,,,30,25,28,,,N,,66
2019132719-5020-AC,MONMOUTH,MANASQUAN BORO,05/11/2019,SA,1849,01,MANASQUAN PD,,0,3,0,0,I,B,N,N,01,2,NJ 71,,71,,00000071__,1.04,02,,01,04,02,01,01,01,05,01,100,FE,S,MAIN ST,,,,30,25,26,,,N,,66
2019132719-5207-AC,MONMOUTH,MANASQUAN BORO,05/16/2019,TH,1431,01,MANASQUAN PD,,0,0,0,0,P,I,N,N,03,2,NJ 71,,71,,00000071__,.76,02,,01,04,02,01,01,01,05,01,,AT,,MARCELLUS AVE,,,,30,25,26,,,N,,66
2019132719-5508-AC,MONMOUTH,MANASQUAN BORO,05/22/2019,WE,1834,01,MANASQUAN PD,PATROL,0,0,0,0,P,I,N,N,02,2,RIVERSIDE DR / THIRD AVE **,,,,13271007__,.71,07,,01,04,02,01,01,01,05,01,,AT,,MAIN ST,,,,25,25,26,,,N,,57
2019132719-5580-AC,MONMOUTH,MANASQUAN BORO,05/24/2019,FR,1219,01,MANASQUAN PD,,0,0,0,0,P,I,N,N,06,2,E VIRGINIA AVE **,,,,13271035__,.06,07,,01,04,02,01,01,01,05,01,,AT,,RIVER PL,,,,25,25,28,,,N,,66
2019132719-5590-AC,MONMOUTH,MANASQUAN BORO,05/24/2019,FR,1708,01,MANASQUAN PD,,0,0,0,0,P,I,N,N,03,2,BRIELLE RD / E MAIN ST / FIRST AVE / FISK AVE,,,,13081097__,1.05,07,,01,04,02,01,01,01,05,01,,AT,,3RD AVE,,,,25,25,26,,,N,,48
2019132719-5598-AC,MONMOUTH,MANASQUAN BORO,05/24/2019,FR,1945,01,MANASQUAN PD,MANASQUAN,0,0,0,0,P,B,N,N,08,2,FIRST AVE **,,,,13271081__,.43,07,,01,04,02,01,01,01,05,01,,,N,RIVERSIDE DR,,,,25,25,26,,,N,,68
2019132719-564-AC,MONMOUTH,MANASQUAN BORO,01/17/2019,TH,0646,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,06,2,LAKEWOOD RD,,,,,,07,,01,04,02,01,02,01,05,01,75,FE,W,SOUTH ST,,,,25,30,28,,,N,,67
2019132719-5642-AC,MONMOUTH,MANASQUAN BORO,05/24/2019,FR,2355,01,MANASQUAN PD,MANASQUAN,0,0,0,0,P,B,N,N,08,2,SECOND AVE **,,,,13271012__,.40,07,,01,04,02,01,07,01,05,01,200,FE,N,OCEAN AVE,,,,25,25,28,,,N,,56
2019132719-5661-AC,MONMOUTH,MANASQUAN BORO,05/25/2019,SA,0150,01,MANASQUAN PD,,0,1,0,1,I,B,Y,N,13,1,BRIELLE RD / E MAIN ST / FIRST AVE / FISK AVE,,,,13081097__,1.14,07,,01,04,02,01,06,01,05,01,50,FE,W,1ST AVE / BRIELLE RD,,,,25,25,22,,,N,,61
2019132719-5683-AC,MONMOUTH,MANASQUAN BORO,05/25/2019,SA,1220,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,06,2,119 TAYLOR AVE,,,,,,09,,01,04,02,01,01,01,05,01,,,,,,,,,,28,,,N,,66
2019132719-57-AC,MONMOUTH,MANASQUAN BORO,01/02/2019,WE,1333,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,06,2,SEA GIRT AVE,,,,13521308__,.96,07,,01,04,02,01,01,01,05,01,25,FE,W,CR 20 / BROAD ST / 8TH AVE,,,,35,25,26,,,N,,61
2019132719-5783-AC,MONMOUTH,MANASQUAN BORO,05/26/2019,SU,1202,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,03,2,NJ 71,,71,,00000071__,1.68,02,,01,04,02,01,01,01,05,01,200,FE,S,CR 49 / SEAGIRT AVE,,,,35,25,26,,,N,,59
2019132719-6268-AC,MONMOUTH,MANASQUAN BORO,06/02/2019,SU,1500,01,MANASQUAN PD,MANASQUAN,0,0,0,0,P,B,N,N,06,2,MAIN ST **,,,,,,07,,01,04,02,01,01,01,05,01,100,FE,E,PRESTON WAY,,,,25,25,26,,,N,,68
2019132719-6355-AC,MONMOUTH,MANASQUAN BORO,06/04/2019,TU,1651,01,MANASQUAN PD,,0,0,0,0,P,I,N,N,11,1,BRIELLE RD / E MAIN ST / FIRST AVE / FISK AVE,,,,13081097__,2.07,07,,01,04,02,01,01,01,05,01,,AT,,DEWEY AVE,,,,25,25,52,,,N,,61
2019132719-6746-AC,MONMOUTH,MANASQUAN BORO,06/10/2019,MO,1748,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,11,1,TRENTON AVE **,,,,13271078__,.00,07,,01,04,02,02,01,02,05,01,,,,ATLANTIC AVE,,,,35,,50,,,N,SIGN  FENCE  FLAG POLE  SHRUBS  HOUSE  - DONNA L EDDINS - 142 ATLANTIC AVE MANA?,67
2019132719-678-AC,MONMOUTH,MANASQUAN BORO,01/20/2019,SU,2227,01,MANASQUAN PD,MANASQUAN,0,1,0,0,I,B,Y,N,06,3,MOHEGAN RD **,,,,13271060__,.00,07,,01,04,02,01,06,01,05,,150,FE,W,LAKEWOOD RD,,,,25,25,28,,,N,,
2019132719-6792-AC,MONMOUTH,MANASQUAN BORO,06/11/2019,TU,1844,01,MANASQUAN PD,,0,3,0,0,I,B,N,N,01,2,NJ 71,,71,,00000071__,1.30,02,,01,04,02,01,01,01,05,01,250,FE,S,STOCKTON LAKE BLVD,,,,30,25,26,,,N,,66
2019132719-6815-AC,MONMOUTH,MANASQUAN BORO,06/12/2019,WE,0843,01,MANASQUAN PD,,0,1,0,0,I,B,N,N,14,1,BLAKEY AVE **,,,,13271068__,.08,07,,01,04,02,01,01,01,05,01,75,FE,E,CURTIS PL,,,,25,25,21,,,N,,65
2019132719-6862-AC,MONMOUTH,MANASQUAN BORO,06/13/2019,TH,1116,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,01,2,NJ 71,,71,,00000071__,.77,02,,01,04,02,01,01,05,05,01,50,FE,N,MARCELLUS AVE,,,,30,25,26,,,N,,65
2019132719-6935-AC,MONMOUTH,MANASQUAN BORO,06/14/2019,FR,2126,01,MANASQUAN PD,,0,0,0,0,P,B,Y,N,06,2,BRIELLE RD / E MAIN ST / FIRST AVE / FISK AVE,,,,13081097__,1.01,07,,01,04,02,01,06,01,05,01,50,FE,E,4TH AVE,,,,25,25,28,,,N,,208
2019132719-7-AC,MONMOUTH,MANASQUAN BORO,01/01/2019,TU,0308,01,MANASQUAN PD,,0,0,0,0,P,B,Y,N,06,5,BRIELLE RD / E MAIN ST / FIRST AVE / FISK AVE,,,,13081097__,1.93,07,,01,04,02,02,06,02,05,01,125,FE,E,N MCCLELLAN AVE / S MCCLELLAN AVE,,,,25,25,30,,,N,,
2019132719-7012-AC,MONMOUTH,MANASQUAN BORO,06/15/2019,SA,1527,01,MANASQUAN PD,PATROL,0,0,0,0,P,B,N,N,02,2,FIRST AVE **,,,,13271081__,.32,07,,01,04,02,01,01,01,05,01,100,FE,N,WHITING AVE,,,,25,25,26,,,N,,57
2019132719-7127-AC,MONMOUTH,MANASQUAN BORO,06/16/2019,SU,2219,01,MANASQUAN PD,,0,0,0,0,P,B,Y,N,06,2,BRIELLE RD / E MAIN ST / FIRST AVE / FISK AVE,,,,,,07,,01,04,02,02,06,01,,01,,,,NJ 71 / UNION AVE,,,,,,26,,,N,,67
2019132719-7203-AC,MONMOUTH,MANASQUAN BORO,06/18/2019,TU,0937,01,MANASQUAN PD,MANASQUAN,0,0,0,0,P,B,N,N,03,2,MONMOUTH COUNTY 20,,20,,13000020__,1.87,05,,01,04,02,02,01,02,05,01,25,FE,N,ABE VOORHEES DR,,,,30,25,26,,,N,,68
2019132719-7204-AC,MONMOUTH,MANASQUAN BORO,06/18/2019,TU,0953,01,MANASQUAN PD,MANASQUAN,0,1,0,0,I,B,N,N,02,2,NJ 71,,71,,00000071__,1.06,02,,01,04,02,02,01,02,05,01,300,FE,N,MAIN ST,,,,30,,26,,,N,,68
2019132719-7345-AC,MONMOUTH,MANASQUAN BORO,06/21/2019,FR,1815,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,06,2,RIVERSIDE DR / THIRD AVE **,,,,13271007__,.03,07,,01,04,02,01,01,01,05,01,25,FE,N,FIRST AVE,,,,25,25,28,,,N,,66
2019132719-7349-AC,MONMOUTH,MANASQUAN BORO,06/21/2019,FR,1905,01,MANASQUAN PD,MANASQUAN,0,0,0,0,P,B,N,N,08,2,RIVERSIDE DR / THIRD AVE **,,,,13271007__,.03,07,,01,04,02,01,01,01,05,01,250,FE,W,FIRST AVE,,,,25,25,26,,,N,,6191
2019132719-7449-AC,MONMOUTH,MANASQUAN BORO,06/22/2019,SA,1402,01,MANASQUAN PD,,0,0,0,0,P,I,N,N,03,2,MONMOUTH COUNTY 20,,20,,13000020__,1.87,05,,01,04,02,01,01,01,05,01,,AT,,ABE VOORHEES DR,,,,25,25,26,,,N,,61
2019132719-7457-AC,MONMOUTH,MANASQUAN BORO,06/22/2019,SA,1524,01,MANASQUAN PD,,0,1,0,0,I,I,N,N,14,1,MONMOUTH COUNTY 20,,20,,13000020__,2.14,05,,01,04,02,01,01,01,05,01,,AT,,ROUTE 524 S / ATLANTIC AVE,,,,30,35,21,,,N,,66
2019132719-7467-AC,MONMOUTH,MANASQUAN BORO,06/22/2019,SA,1810,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,08,2,OCEAN AVE **,E,,,13271026__,.00,07,,01,04,02,01,01,01,05,01,25,FE,W,FIRST AVE,,,,25,25,28,,,N,,3042
2019132719-7585-AC,MONMOUTH,MANASQUAN BORO,06/23/2019,SU,1944,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,11,1,MAIN ST,,,,,,09,,01,04,02,01,01,01,05,01,,,,,,,,25,,54,,,N,,62
2019132719-7753-AC,MONMOUTH,MANASQUAN BORO,06/27/2019,TH,1829,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,06,2,MONMOUTH COUNTY 20,,20,,13000020__,1.95,05,,01,04,02,01,01,01,05,,200,FE,N,MAIN ST,,,,25,25,28,,,N,,62
2019132719-8082-AC,MONMOUTH,MANASQUAN BORO,07/01/2019,MO,1803,01,MANASQUAN PD,PATROL,0,0,0,0,P,B,N,N,02,2,NJ 71,,71,,00000071__,1.06,02,,01,04,02,01,01,01,05,01,10,FE,W,MAIN ST,,,,30,25,26,,,N,,57
2019132719-8116-AC,MONMOUTH,MANASQUAN BORO,07/02/2019,TU,1334,01,MANASQUAN PD,,0,0,0,0,P,I,N,N,03,2,BRIELLE RD / E MAIN ST / FIRST AVE / FISK AVE,,,,13081097__,1.71,07,,01,04,02,01,01,01,05,01,,AT,,N POTTER AVE / S POTTER AVE,,,,25,25,26,,,N,,223
2019132719-8157-AC,MONMOUTH,MANASQUAN BORO,07/03/2019,WE,1414,01,MANASQUAN PD,,0,1,0,0,I,I,N,N,14,1,NJ 71,,71,,00000071__,.91,02,,01,04,02,01,01,01,05,01,,AT,,CURTIS AVE,,,,30,25,21,,,N,,66
2019132719-8159-AC,MONMOUTH,MANASQUAN BORO,07/03/2019,WE,1506,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,06,2,BRIELLE RD / E MAIN ST / FIRST AVE / FISK AVE,,,,13081097__,2.51,07,,01,04,02,01,01,01,05,01,50,FE,E,CR 20 / BROAD ST,,,,25,25,26,,,N,,6193
2019132719-8228-AC,MONMOUTH,MANASQUAN BORO,07/04/2019,TH,0715,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,01,2,NJ 71,,71,,00000071__,1.06,02,,01,04,02,01,01,01,05,01,20,FE,N,MAIN ST,,,,30,25,26,,,N,,66
2019132719-8549-AC,MONMOUTH,MANASQUAN BORO,07/06/2019,SA,2041,01,MANASQUAN PD,MANASQUAN,0,0,0,0,P,B,N,N,01,2,BRIELLE RD / E MAIN ST / FIRST AVE / FISK AVE,,,,13081097__,2.15,07,,01,04,02,02,06,02,05,01,100,FE,W,WARREN AVE / WYCKOFF AVE,,,,25,25,26,,,N,,68
2019132719-866-AC,MONMOUTH,MANASQUAN BORO,01/26/2019,SA,1252,01,MANASQUAN PD,1327,0,2,0,0,I,I,N,N,01,2,NJ 71,,71,,00000071__,1.06,02,,01,04,02,01,01,01,05,01,,AT,,MAIN ST,,,,30,25,26,,,N,,60
2019132719-8744-AC,MONMOUTH,MANASQUAN BORO,07/09/2019,TU,1737,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,08,2,PEARCE AVE / VW PRESTON WAY **,,,,13271066__,.26,07,,01,04,02,01,01,01,05,01,30,FE,E,MAIN ST,,,,25,25,28,,,N,,61
2019132719-8821-AC,MONMOUTH,MANASQUAN BORO,07/11/2019,TH,0846,01,MANASQUAN PD,PATROL,0,1,0,0,I,B,N,N,14,1,NJ 71,,71,,00000071__,1.67,02,,01,04,02,01,01,01,05,01,250,FE,S,CR 49 / SEAGIRT AVE,,,,35,25,26,,,N,,57
2019132719-8889-AC,MONMOUTH,MANASQUAN BORO,07/12/2019,FR,0957,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,08,2,MCGREEVEY DR **,,,,13271073__,.14,07,,01,04,02,01,01,01,05,01,200,FE,N,JAMES PL,,,,25,25,28,,,N,,62
2019132719-8897-AC,MONMOUTH,MANASQUAN BORO,07/12/2019,FR,1338,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,01,2,PEARCE AVE / VW PRESTON WAY **,,,,13271066__,.25,07,,01,04,02,01,01,01,05,01,75,FE,W,MAIN ST,,,,25,25,26,,,N,,48
2019132719-9001-AC,MONMOUTH,MANASQUAN BORO,07/13/2019,SA,1546,01,MANASQUAN PD,,0,0,0,0,P,B,N,N,06,2,BRIELLE RD / E MAIN ST / FIRST AVE / FISK AVE,,,,13081097__,.97,07,,01,04,05,01,01,01,05,01,150,FE,S,4TH AVE,,,,25,25,28,,,N,,65
