Year(4)-CountyCode(2)-MunicipalityCode(2)-CaseNumber,County Name,Municipality Name,Crash Date,Crash Day of Week,Crash Time,Police Department Code,Police Department,Police Station,Total Killed,Total Injured,Pedestrians Killed,Pedestrians Injured,Severity,Intersection,Alcohol Involved,Hazmat Involved,Crash Type,Total Vehicles,Location,Location Direction,Route,Route Suffix,Std Rte Identifier,MilePost,Road System,Road Character,Road Horizontal Alignment,Road Grade,Road Surface Type,Surface Condition,Light Condition,Environmental Condition,Road Divided By,Temporary Traffic Control Zone,Distance To Cross Street,Unit Of Measurement,Direction From Cross Street,Cross Street Name,Is Ramp,Ramp To/From Route Name,Ramp To/From Route Direction,Posted Speed,Posted Speed Cross Street,First Harmful Event,Latitude,Longitude,Cell Phone In Use Flag,Other Property Damage,Reporting Badge No.
2020133420NT28691,MONMOUTH,NEPTUNE TWP,12/03/2020,TH,1819,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,06,2,SPRINGWOOD AVE / W LAKE AVE **,E,,,13341045__,.62,07,,01,04,02,01,01,01,05,01,25,FE,W,NJ 35,,,,25,35,28,40.215640,74.031010,N,,34189
2020133420NT28699,MONMOUTH,NEPTUNE TWP,12/03/2020,TH,2054,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,12,1,NJ 18,N,18,,00000018__,8.00,02,,01,04,02,01,06,01,03,01,,,,,,,,65,,24,40.206270,74.052770,N,,34199
2020133420NT28750,MONMOUTH,NEPTUNE TWP,12/04/2020,FR,1251,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,01,2,3575 SR 66,,,,,,09,,01,04,02,02,01,02,05,01,,AT,,,,,,,,26,40.224730,74.085400,N,,34160
2020133420NT28770,MONMOUTH,NEPTUNE TWP,12/04/2020,FR,1615,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,03,2,NEPTUNE AVE / SPRINGDALE AVE **,S,,,13351382__,.42,07,,01,04,02,02,03,05,05,01,20,FE,N,NJ 33 / CORLIES AVE,,,,25,35,26,40.208360,74.037050,N,,34209
2020133420NT28813,MONMOUTH,NEPTUNE TWP,12/05/2020,SA,0608,01,NEPTUNE TWP PD,,0,1,0,0,I,B,N,N,02,2,NJ 18,S,18,,00000018__,9.60,02,,01,04,02,02,05,02,03,01,200,FE,S,NJ 66,,,,65,50,26,40.223420,74.051730,N,,34160
2020133420NT28814,MONMOUTH,NEPTUNE TWP,12/05/2020,SA,0621,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,99,1,NJ 18,S,18,,00000018__,9.84,02,,02,04,01,02,02,02,01,01,100,FE,,NJ 66,,,,65,50,46,40.206270,74.052770,N,,34194
2020133420NT28833,MONMOUTH,NEPTUNE TWP,12/05/2020,SA,1425,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,01,2,NJ 66,W,66,,00000066__,.97,02,,01,04,02,02,01,02,05,01,,AT,W,JUMPING BROOK RD,,,,45,25,26,40.222570,74.086860,N,,34187
2020133420NT28855,MONMOUTH,NEPTUNE TWP,12/05/2020,SA,2324,01,NEPTUNE TWP PD,,0,0,0,0,P,I,Y,N,06,2,ASBURY AVE **,W,,,13341157__,.05,07,,01,04,02,01,06,01,05,01,,AT,,MT CARMEL WAY,,,,25,25,28,40.214110,74.010240,N,,34181
2020133420NT28882,MONMOUTH,NEPTUNE TWP,12/06/2020,SU,1224,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,03,2,GULLY RD,N,,,13521414__,1.54,07,,01,04,02,01,01,01,05,01,,AT,S,CR 17 I / OLD CORLIES AVE,,,,25,35,26,40.207410,74.081740,N,,34187
2020133420NT28898,MONMOUTH,NEPTUNE TWP,12/06/2020,SU,1737,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,02,2,NJ 33,E,33,,00000033__,41.33,02,,01,04,02,01,07,01,05,01,20,FE,E,LAFAYETTE AVE,,,,40,25,26,40.211300,74.026210,N,,34180
2020133420NT28947,MONMOUTH,NEPTUNE TWP,12/07/2020,MO,0936,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,06,2,312 BRIGHTON AVE,,,,,,08,,01,04,02,01,01,01,05,01,,,,,,,,,,28,40.197750,74.054360,N,,34211
2020133420NT28984,MONMOUTH,NEPTUNE TWP,12/07/2020,MO,1517,01,NEPTUNE TWP PD,,0,1,0,0,I,B,N,N,01,2,NJ 33,W,33,,00000033__,40.96,02,,01,04,02,01,01,01,05,01,300,FE,E,NEPTUNE BLVD,,,,35,25,26,40.208400,74.034470,N,,34211
2020133420NT29054,MONMOUTH,NEPTUNE TWP,12/08/2020,TU,1303,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,08,2,ARNOLD PL **,E,,,13341456__,.00,07,,01,04,02,01,01,01,05,01,20,FE,E,THE PLAZA,,,,25,25,28,,,N,,34149
2020133420NT29065,MONMOUTH,NEPTUNE TWP,12/08/2020,TU,1455,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,06,2,BRADFORD AVE **,E,,,13341165__,.09,07,,01,04,02,01,01,01,05,01,500,FE,W,NJ 35,,,,25,,28,40.221530,74.034640,N,,34162
2020133420NT29074,MONMOUTH,NEPTUNE TWP,12/08/2020,TU,1609,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,02,2,NJ 33,W,33,,00000033__,40.13,02,,01,04,02,01,01,01,01,01,5,FE,W,BRIGHTON AVE,,,,40,25,26,40.207230,74.057630,N,,34193
2020133420NT29136,MONMOUTH,NEPTUNE TWP,12/09/2020,WE,1049,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,11,1,PILGRIM PATHWAY **,N,,,13341139__,.03,07,,01,04,02,01,01,01,05,01,,AT,,MT TABOR WAY,,,,25,25,56,40.213120,74.007160,N,STOP SIGN,34156
2020133420NT29141,MONMOUTH,NEPTUNE TWP,12/09/2020,WE,1127,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,02,2,NJ 33,E,33,,00000033__,39.82,02,,01,04,02,01,01,01,05,01,,AT,,CR 17 / OLD CORLIES AVE,,,,45,25,26,40.209310,74.084880,N,,34160
2020133420NT29168,MONMOUTH,NEPTUNE TWP,12/09/2020,WE,1743,01,NEPTUNE TWP PD,,0,1,0,0,I,B,N,N,08,2,MONMOUTH COUNTY 2,W,2,,13000002__,.63,05,,01,04,02,01,06,01,05,01,50,FE,W,CR 17 / NEPTUNE AVE / TAYLOR ST,,,,30,25,26,40.205580,74.033890,N,,34165
2020133420NT29234,MONMOUTH,NEPTUNE TWP,12/10/2020,TH,1257,01,NEPTUNE TWP PD,,0,2,0,0,I,I,N,N,07,2,MONMOUTH COUNTY 40 A,S,40,A,13000040A_,1.14,05,,01,04,02,01,01,01,05,01,,AT,,CR 2 / 6TH AVE,,,,40,25,26,40.203290,74.019360,N,,34156
2020133420NT29306,MONMOUTH,NEPTUNE TWP,12/11/2020,FR,0629,01,NEPTUNE TWP PD,,0,1,0,0,I,I,N,N,11,1,NJ 35,N,35,,00000035__,21.96,02,,01,04,02,01,02,01,02,01,,AT,,,T,CR 40A/MEMLDR/NWY RD,,35,,56,,,N,SH 35 SIGNAGE KNOCKED OVER. GUARD RAIL SUPPORT POST BROKEN. NJ DOT NOTIFIED.,164
2020133420NT29359,MONMOUTH,NEPTUNE TWP,12/11/2020,FR,1837,01,NEPTUNE TWP PD,,0,2,0,0,I,I,N,N,03,2,NJ 33,W,33,,00000033__,41.33,02,,01,04,02,01,06,01,04,01,,AT,,LAFAYETTE AVE,,,,35,25,26,40.209270,74.028810,N,,34192
2020133420NT29395,MONMOUTH,NEPTUNE TWP,12/12/2020,SA,1023,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,11,1,NJ 18,S,18,,00000018__,8.28,02,,03,05,02,02,01,01,02,01,,,,,T,NJ 33,EB,65,,56,,,N,,34170
2020133420NT29403,MONMOUTH,NEPTUNE TWP,12/12/2020,SA,1349,01,NEPTUNE TWP PD,,0,2,0,0,I,I,N,N,07,2,NJ 33,W,33,,00000033__,41.92,02,,01,04,02,01,01,01,02,01,,AT,,CR 40 A / MEMORIAL DR,,,,30,30,26,40.210710,74.017230,N,,34167
2020133420NT29406,MONMOUTH,NEPTUNE TWP,12/12/2020,SA,1430,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,06,2,GREENWOOD AVE **,E,,,13341093__,.11,07,,01,04,02,01,01,01,05,01,150,FE,E,NJ 35,,,,25,35,28,,,N,TRAILER WAS CARRYING A BOAT THAT WAS DAMAGED AS A RESULT OF THIS MVA.,34208
2020133420NT29411,MONMOUTH,NEPTUNE TWP,12/12/2020,SA,1556,01,NEPTUNE TWP PD,,0,2,0,0,I,I,N,N,03,3,NJ 35,N,35,,00000035__,24.29,02,,01,04,02,01,01,01,05,01,,AT,,MONROE AVE,,,,35,25,26,40.220640,74.033120,N,,34162
2020133420NT29416,MONMOUTH,NEPTUNE TWP,12/12/2020,SA,1712,01,NEPTUNE TWP PD,,0,2,0,0,I,I,N,N,03,3,NJ 33,W,33,,00000033__,39.86,02,,01,04,02,01,07,01,01,01,,AT,,FORTUNATO PL,,,,40,25,26,40.206830,74.055700,N,,34185
2020133420NT29473,MONMOUTH,NEPTUNE TWP,12/13/2020,SU,1425,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,03,2,MYRTLE AVE **,N,,,13341119__,.11,07,,01,04,02,01,01,01,05,01,,AT,,SUMMERFIELD AVE,,,,25,25,26,,,N,,34157
2020133420NT29530,MONMOUTH,NEPTUNE TWP,12/14/2020,MO,1215,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,11,1,MONMOUTH COUNTY 17 II,W,17,2,130000172_,2.13,05,,02,05,02,02,01,02,05,01,,AT,E,WINDING RIDGE DR,,,,40,25,,40.219290,74.053370,N,GUARD RAIL SLIGHTLY DENTED - COUNTY NOTIFIED,34204
2020133420NT29534,MONMOUTH,NEPTUNE TWP,12/14/2020,MO,1357,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,03,2,GLENMERE AVE **,W,,,13341059__,.41,07,,01,04,02,02,01,02,05,01,,AT,,FOREST DR,,,,25,25,26,40.191630,74.049150,N,,34165
2020133420NT29542,MONMOUTH,NEPTUNE TWP,12/14/2020,MO,1635,01,NEPTUNE TWP PD,,0,1,0,0,I,B,N,N,11,1,NJ 35,N,35,,00000035__,23.54,02,,01,04,02,02,03,02,04,01,50,FE,S,BRADFISKE AVE,,,,35,25,56,40.210370,74.028670,N,SEE NARRATIVE FOR FURTHER INFORMATION,34187
2020133420NT29544,MONMOUTH,NEPTUNE TWP,12/14/2020,MO,1645,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,03,2,NJ 33,W,33,,00000033__,40.90,02,,01,04,02,02,03,01,05,01,,AT,,NEPTUNE BLVD,,,,35,25,26,40.216170,74.035590,N,,34204
2020133420NT29601,MONMOUTH,NEPTUNE TWP,12/15/2020,TU,0925,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,06,2,OXFORD WAY **,N,,,13341333__,.17,07,,01,04,02,01,01,01,05,01,20,FE,S,HARROW CT,,,,25,25,28,40.208700,74.047170,N,,34160
2020133420NT29647,MONMOUTH,NEPTUNE TWP,12/15/2020,TU,1155,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,01,2,SCHOOLHOUSE RD / W JUMPINGBROOK DR **,N,,,13521012__,1.34,07,,01,04,02,01,01,01,05,01,,AT,,NJ 33,,,,25,40,26,40.210640,74.090410,N,,34209
2020133420NT29649,MONMOUTH,NEPTUNE TWP,12/15/2020,TU,1207,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,04,2,WAYSIDE RD,S,,,13341418__,.62,07,,01,04,02,01,01,01,05,01,,AT,,CR 17 II / W BANGS AVE,,,,25,40,26,40.221400,74.059140,N,,34209
2020133420NT29653,MONMOUTH,NEPTUNE TWP,12/15/2020,TU,1335,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,04,2,NJ 33,E,33,,00000033__,40.90,02,,01,04,02,04,01,01,05,01,,AT,E,NEPTUNE BLVD,,,,35,25,26,40.208120,74.036150,N,,34187
2020133420NT29667,MONMOUTH,NEPTUNE TWP,12/15/2020,TU,1619,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,06,2,CR 17,,,,,,05,,01,04,02,01,01,01,05,01,,,,,,,,,,28,40.211020,74.078170,N,,34204
2020133420NT29676,MONMOUTH,NEPTUNE TWP,12/20/2020,SU,0006,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 66,E,66,,00000066__,2.45,02,,01,04,02,01,06,01,01,01,25,FE,W,BOWNE RD / WAYSIDE RD,,,,45,25,26,,,N,,34210
2020133420NT29749,MONMOUTH,NEPTUNE TWP,12/16/2020,WE,1721,01,NEPTUNE TWP PD,,0,1,0,0,I,B,N,N,01,2,SPRINGWOOD AVE / W LAKE AVE **,W,,,13341045__,.60,07,,01,04,02,03,07,03,05,01,100,FE,W,NJ 35,,,,25,35,26,40.215780,74.030540,N,,34185
2020133420NT29751,MONMOUTH,NEPTUNE TWP,12/16/2020,WE,1744,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,11,1,NJ 33,W,33,,00000033__,40.14,02,,01,05,02,03,07,03,01,01,40,FE,E,BRIGHTON AVE,,,,40,25,48,40.206280,74.050560,N,NJ DOT SIGN MOUNTED ON THE CONCRETE TRAFFIC BARRIER.,34185
2020133420NT29813,MONMOUTH,NEPTUNE TWP,12/17/2020,TH,0832,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,03,2,NJ 33,W,33,,00000033__,41.43,02,,01,04,02,04,01,01,04,01,,AT,,FISHER AVE,,,,35,25,26,40.209340,74.027100,N,,34162
2020133420NT29827,MONMOUTH,NEPTUNE TWP,12/17/2020,TH,1155,01,NEPTUNE TWP PD,,0,1,0,0,I,B,Y,N,01,2,NJ 33,E,33,,00000033__,37.95,02,,02,04,02,02,01,05,05,01,20,FE,W,SCHOOLHOUSE RD / W JUMPING BROOK RD,,,,50,25,26,,,N,,34208
2020133420NT29864,MONMOUTH,NEPTUNE TWP,12/17/2020,TH,2319,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 35,S,35,,00000035__,24.21,02,,01,04,02,02,06,01,05,01,5,FE,N,CR 17 / BANGS AVE,,,,35,30,26,40.219650,74.032590,N,,34189
2020133420NT29876,MONMOUTH,NEPTUNE TWP,12/18/2020,FR,0441,01,NEPTUNE TWP PD,,0,0,0,0,P,B,Y,N,11,2,MONROE ST **,W,,,13031073__,.44,07,,01,04,02,01,07,01,05,01,50,FE,E,ANELVE AVE,,,,25,25,28,,,N,,34207
2020133420NT29889,MONMOUTH,NEPTUNE TWP,12/18/2020,FR,0946,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,03,2,MONMOUTH COUNTY 40 A,N,40,A,13000040A_,1.07,05,,01,04,02,01,01,01,05,01,,AT,,7TH AVE / LAREINE AVE,,,,40,25,26,40.203290,74.019360,N,PEDESTRIAN CROSSING SIGN STRUCK. MONMOUTH COUNTY ROAD DEPARTMENT NOTIFIED.,34180
2020133420NT29904,MONMOUTH,NEPTUNE TWP,12/18/2020,FR,1328,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,06,2,COOKMAN AVE **,E,,,13341131__,.33,07,,01,04,02,01,01,01,05,01,50,FE,E,PILGRIM PATHWAY,,,,25,25,26,,,N,,34179
2020133420NT29928,MONMOUTH,NEPTUNE TWP,12/18/2020,FR,1935,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,02,2,MONMOUTH COUNTY 40 A,S,40,A,13000040A_,.63,05,,01,04,02,01,06,01,05,01,100,FE,N,NJ 33 / CORLIES AVE,,,,30,30,26,40.209930,74.023460,N,,34206
2020133420NT29930,MONMOUTH,NEPTUNE TWP,12/18/2020,FR,2014,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,11,1,NJ 33,E,33,,00000033__,38.70,02,,01,04,02,01,06,01,04,01,450,FE,E,CR 17 / WEST BANGS AVE,,,,45,40,,40.209130,74.076820,N,POLE NUMBER JC880NPT WAS CRITICALL DAMAGED REQUIRING IMMEDIATE RESPONSE.,34210
2020133420NT29932,MONMOUTH,NEPTUNE TWP,12/18/2020,FR,2050,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,15,1,NJ 33,E,33,,00000033__,38.70,02,,01,04,02,01,06,01,05,05,450,FE,E,CR 17 / WEST BANGS AVE,,,,45,40,39,40.209230,74.078990,N,,34210
2020133420NT29933,MONMOUTH,NEPTUNE TWP,12/18/2020,FR,2051,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,15,1,NJ 33,E,33,,00000033__,38.70,02,,01,04,02,01,06,01,05,05,450,FE,E,CR 17 / WEST BANGS AVE,,,,45,40,39,40.209230,74.078990,N,,34210
2020133420NT29966,MONMOUTH,NEPTUNE TWP,12/19/2020,SA,0600,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,11,1,SCHOOLHOUSE RD / W JUMPINGBROOK DR **,S,,,13521012__,1.68,07,,02,04,02,04,01,,05,01,10,FE,S,JUMPINGBROOK RD,,,,25,25,56,40.214400,74.087460,N,STREET SIGN FOR JUMPING BROOK RD/WEST JUMPING BROOK RD,34165
2020133420NT29967,MONMOUTH,NEPTUNE TWP,12/18/2020,FR,2014,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,11,1,NJ 33,E,33,,00000033__,38.70,02,,01,04,02,01,06,01,04,01,450,FE,E,CR 17 / WEST BANGS AVE,,,,45,40,69,40.209230,74.078990,N,,34187
2020133420NT29987,MONMOUTH,NEPTUNE TWP,12/19/2020,SA,1943,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 35,N,35,,00000035__,23.45,02,,01,04,02,01,06,01,05,01,5,FE,S,NJ 33 / CORLIES AVE,,,,35,30,26,40.209510,74.025790,N,,34193
2020133420NT29989,MONMOUTH,NEPTUNE TWP,12/19/2020,SA,2106,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,02,2,NJ 35,S,35,,00000035__,21.96,02,,01,04,02,01,06,01,04,01,20,FE,S,CR 40 A / MEMORIAL DR / NEW YORK RD,,,,35,25,26,,,N,,34203
2020133420NT30026,MONMOUTH,NEPTUNE TWP,12/20/2020,SU,0700,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,06,2,WINDING RIDGE RD **,S,,,13341427__,.19,07,,01,04,02,01,07,01,05,01,,AT,,WINDING RIDGE CT,,,,25,25,26,,,N,,34179
2020133420NT30031,MONMOUTH,NEPTUNE TWP,12/20/2020,SU,1110,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,03,2,NJ 35,N,35,,00000035__,23.93,02,,01,04,02,01,01,01,05,01,,AT,,WEST LAKE AVE,,,,35,25,26,40.216940,74.031590,N,,34179
2020133420NT30060,MONMOUTH,NEPTUNE TWP,12/20/2020,SU,1948,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,03,2,SPRINGWOOD AVE / W LAKE AVE **,E,,,13341045__,.87,07,,01,04,02,01,06,01,05,01,,AT,,MYRTLE AVE,,,,25,25,26,40.215610,74.025610,N,,34193
2020133420NT30061,MONMOUTH,NEPTUNE TWP,12/20/2020,SU,1954,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,06,2,MYRTLE AVE **,N,,,13341119__,.14,07,,01,04,02,01,06,01,05,01,50,FE,S,BANGS AVE,,,,25,30,28,40.218630,74.025860,N,,34193
2020133420NT30062,MONMOUTH,NEPTUNE TWP,12/20/2020,SU,1957,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,11,1,JUMPING BROOK RD,,,,13341416__,1.88,07,,01,04,02,02,07,01,04,01,,AT,,GREEN GROVE RD,,,,25,25,57,40.207980,74.064010,N,,34183
2020133420NT30114,MONMOUTH,NEPTUNE TWP,12/21/2020,MO,1707,01,NEPTUNE TWP PD,,0,3,0,0,I,I,N,N,07,2,NJ 33,W,33,,00000033__,40.44,02,,01,06,02,01,06,01,05,01,,AT,,CR 2 / OXFORD WAY,,,,40,25,26,40.206850,74.045440,N,,34185
2020133420NT30126,MONMOUTH,NEPTUNE TWP,12/21/2020,MO,1935,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,01,2,NJ 33,E,33,,00000033__,41.02,02,,01,04,02,01,07,01,05,01,,AT,,TAYLOR AVE,,,,35,25,26,40.208410,74.033990,N,,34192
2020133420NT30129,MONMOUTH,NEPTUNE TWP,12/21/2020,MO,2007,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 35,S,35,,00000035__,24.78,02,,01,04,02,01,06,01,05,01,30,FE,N,ROBIN RD,,,,35,25,26,40.224990,74.037410,N,,34197
2020133420NT30130,MONMOUTH,NEPTUNE TWP,12/21/2020,MO,2024,01,NEPTUNE TWP PD,,0,1,0,0,I,I,N,N,03,3,NJ 35,N,35,,00000035__,23.93,02,,01,04,02,01,06,01,05,01,,AT,,WEST LAKE AVE,,,,35,25,26,40.215780,74.030540,N,,
2020133420NT30144,MONMOUTH,NEPTUNE TWP,12/22/2020,TU,0142,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,11,1,NJ 35,N,35,,00000035__,21.86,02,,01,05,01,02,06,02,01,01,25,FE,E,S CONCOURSE,,,,35,25,48,40.184750,74.026090,N,,34207
2020133420NT30194,MONMOUTH,NEPTUNE TWP,12/22/2020,TU,1457,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,02,2,NJ 18,S,18,,00000018__,9.84,02,,01,04,02,01,01,01,04,01,5,FE,W,,T,NJ 66,EB,65,,26,,,N,,34149
2020133420NT30204,MONMOUTH,NEPTUNE TWP,12/22/2020,TU,1707,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,03,2,MONMOUTH COUNTY 40 A,N,40,A,13000040A_,1.07,05,,01,04,02,01,06,01,05,01,,AT,,7TH AVE / LAREINE AVE,,,,40,25,26,40.204300,74.018990,N,,34211
2020133420NT30219,MONMOUTH,NEPTUNE TWP,12/22/2020,TU,2015,01,NEPTUNE TWP PD,,0,3,0,0,I,B,N,N,01,2,SPRINGWOOD AVE / W LAKE AVE **,W,,,13341045__,.62,07,,01,04,02,01,03,01,05,01,25,FE,E,NJ 35,,,,25,35,26,40.216010,74.029940,N,,34200
2020133420NT30319,MONMOUTH,NEPTUNE TWP,12/24/2020,TH,1247,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,08,2,SEVENTH AVE,W,,,,,07,,01,04,02,01,01,01,05,01,15,FE,W,CR 40,,,,25,40,26,,,N,,34209
2020133420NT30343,MONMOUTH,NEPTUNE TWP,12/24/2020,TH,1724,01,NEPTUNE TWP PD,,0,1,0,0,I,B,N,N,03,3,NJ 66,W,66,,00000066__,1.01,02,,01,04,02,01,05,01,05,01,200,FE,E,JUMPING BROOK RD,,,,50,25,26,40.224730,74.085400,N,,34179
2020133420NT30395,MONMOUTH,NEPTUNE TWP,12/25/2020,FR,1732,01,NEPTUNE TWP PD,,0,3,0,0,I,I,N,N,03,2,MONMOUTH COUNTY 17 II,W,17,2,130000172_,.94,05,,01,04,02,01,06,01,05,01,,AT,,GREEN GROVE RD,,,,40,25,26,40.217490,74.069070,N,,34199
2020133420NT30434,MONMOUTH,NEPTUNE TWP,12/26/2020,SA,1157,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 71,N,71,,00000071__,7.84,02,,01,04,02,01,01,01,04,02,150,FE,S,BOND ST / MAIN AVE,,,,30,25,26,40.212410,74.014350,N,,34208
2020133420NT30447,MONMOUTH,NEPTUNE TWP,12/26/2020,SA,1510,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,09,2,SQUIRREL RD **,E,,,13341293__,.09,07,,01,04,02,01,01,01,05,01,10,FE,W,GREEN GROVE RD,,,,25,25,26,40.214500,74.066920,N,,34211
2020133420NT30454,MONMOUTH,NEPTUNE TWP,12/30/2020,WE,2042,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 66,E,66,,00000066__,1.03,02,,01,06,02,01,06,01,04,01,300,FE,E,JUMPING BROOK RD,,,,35,25,26,,,N,,34199
2020133420NT30489,MONMOUTH,NEPTUNE TWP,12/27/2020,SU,1651,01,NEPTUNE TWP PD,,0,1,0,0,I,I,N,N,03,2,STARTFORD AVE **,E,,,13341074__,.29,07,,01,04,02,01,05,01,05,01,,AT,,OAK ST,,,,25,25,26,40.217420,74.030260,N,,34185
2020133420NT30493,MONMOUTH,NEPTUNE TWP,12/27/2020,SU,1826,01,NEPTUNE TWP PD,,0,1,0,0,I,I,N,N,07,2,NJ 35,S,35,,00000035__,24.21,02,,01,04,02,01,06,01,05,01,,AT,,CR 17 / BANGS AVE,,,,35,30,26,40.219610,74.032580,N,TRAFFIC SIGNAL POLE DAMAGED AT SR 35/ BANGS AVENUE AND NJDOT WAS NOTIFIED.,34207
2020133420NT30496,MONMOUTH,NEPTUNE TWP,12/27/2020,SU,1930,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,06,2,9TH AVE / LAFAYETTE DR **,S,,,13341083__,.62,07,,01,04,02,01,06,01,05,01,25,FE,S,NJ 33 / CORLIES AVE,,,,25,40,28,40.209010,74.028330,N,,34199
2020133420NT30543,MONMOUTH,NEPTUNE TWP,12/28/2020,MO,1527,01,NEPTUNE TWP PD,,0,2,0,0,I,I,N,N,03,3,NJ 35,S,35,,00000035__,23.16,02,,01,04,02,01,01,01,05,01,,AT,,7TH AVE,,,,35,25,26,40.205480,74.026400,N,,
2020133420NT30552,MONMOUTH,NEPTUNE TWP,12/27/2020,SU,1514,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,06,2,MT TABOR WAY **,W,,,13341154__,.16,07,,01,04,02,01,01,01,05,01,20,FE,E,NEW JERSEY AVE,,,,25,25,26,,,N,,34179
2020133420NT30553,MONMOUTH,NEPTUNE TWP,12/28/2020,MO,1730,01,NEPTUNE TWP PD,,0,0,0,0,P,I,N,N,03,2,MONMOUTH COUNTY 2,W,2,,13000002__,1.15,05,,01,04,02,01,06,01,05,01,,AT,,RIDGE AVE,,,,30,25,26,,,N,,34166
2020133420NT30564,MONMOUTH,NEPTUNE TWP,12/28/2020,MO,1916,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,02,2,MONMOUTH COUNTY 40 A,N,40,A,13000040A_,1.08,05,,01,04,02,01,06,01,05,01,50,FE,N,7TH AVE / LAREINE AVE,,,,40,25,26,40.204300,74.018990,N,,34194
2020133420NT30573,MONMOUTH,NEPTUNE TWP,12/28/2020,MO,2155,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,01,2,GREEN GROVE RD / HOPE RD,N,,,13341417__,1.86,07,,01,04,02,01,07,01,04,01,100,FE,S,JUMPING BROOK RD,,,,25,25,26,,,N,,34172
2020133420NT30584,MONMOUTH,NEPTUNE TWP,12/29/2020,TU,0108,01,NEPTUNE TWP PD,,0,0,0,0,P,B,N,N,11,2,HAMILTON AVE **,N,,,13341116__,.09,07,,01,04,02,01,06,01,05,01,50,FE,N,8TH AVE,,,,25,25,56,,,N,,34191
2020133420NT30633,MONMOUTH,NEPTUNE TWP,12/29/2020,TU,1718,01,NEPTUNE TWP PD,,0,1,0,0,I,I,N,N,01,2,PREMIUM OUTLETS BLVD **,S,,,,,07,,03,04,02,01,06,01,05,01,,AT,,NJ 66,,,,25,50,26,40.221300,74.091210,N,,34165
