Year(4)-CountyCode(2)-MunicipalityCode(2)-CaseNumber,County Name,Municipality Name,Crash Date,Crash Day of Week,Crash Time,Police Department Code,Police Department,Police Station,Total Killed,Total Injured,Pedestrians Killed,Pedestrians Injured,Severity,Intersection,Alcohol Involved,Hazmat Involved,Crash Type,Total Vehicles,Location,Location Direction,Route,Route Suffix,Std Rte Identifier,MilePost,Road System,Road Character,Road Horizontal Alignment,Road Grade,Road Surface Type,Surface Condition,Light Condition,Environmental Condition,Road Divided By,Temporary Traffic Control Zone,Distance To Cross Street,Unit Of Measurement,Direction From Cross Street,Cross Street Name,Is Ramp,Ramp To/From Route Name,Ramp To/From Route Direction,Posted Speed,Posted Speed Cross Street,First Harmful Event,Latitude,Longitude,Cell Phone In Use Flag,Other Property Damage,Reporting Badge No.
2018132518LB32365,MONMOUTH,LONG BRANCH CITY,12/04/2018,TU,1351,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,03,2,SECOND AVE **,S,,,13251099__,.91,07,,01,04,02,01,01,01,05,,,AT,E,LOWDEN CT,,,,25,25,26,40.294390,73.983790,N,,25356
2018132518LB32403,MONMOUTH,LONG BRANCH CITY,12/04/2018,TU,1925,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,08,2,BROADWAY,S,,,13251351__,1.22,07,,01,04,02,01,06,01,05,,150,FE,W,LIBERTY ST / MEMORIAL PKWY,,,,25,25,26,40.304710,73.985670,N,,25320
2018132518LB32556,MONMOUTH,LONG BRANCH CITY,12/06/2018,TH,1729,01,LONG BRANCH PD,MUNICIPAL,0,1,0,0,I,B,N,N,01,2,BROADWAY,,,,13251351__,1.25,07,,01,04,02,01,06,01,05,,25,FE,,LIBERTY ST / MEMORIAL PKWY,,,,25,25,26,40.304710,73.985670,N,,25373
2018132518LB32648,MONMOUTH,LONG BRANCH CITY,12/07/2018,FR,1747,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,01,2,NJ 36,W,36,,00000036__,4.44,02,,01,04,02,01,06,01,04,,50,FE,N,WASHINGTON ST,,,,35,25,26,40.306330,74.002760,N,,25276
2018132518LB32659,MONMOUTH,LONG BRANCH CITY,12/07/2018,FR,2227,01,LONG BRANCH PD,MUNICIPAL,0,3,0,0,I,B,N,N,01,3,NJ 36,,36,,00000036__,5.06,02,,01,04,02,01,06,01,05,,50,FE,,ROCKWELL AVE,,,,35,25,26,40.310150,73.991480,N,,
2018132518LB32701,MONMOUTH,LONG BRANCH CITY,12/08/2018,SA,1547,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,03,2,MONMOUTH COUNTY 57,,57,,13000057__,.60,05,,01,04,02,01,01,01,02,,,AT,,COTTAGE PL,,,,40,25,26,40.290390,73.982990,N,,25326
2018132518LB32739,MONMOUTH,LONG BRANCH CITY,12/09/2018,SU,0207,01,LONG BRANCH PD,MUNICIPAL,0,1,0,0,I,B,N,N,06,3,DIVISION ST **,N,,,13251148__,.13,07,,01,04,02,01,07,01,05,,50,FE,S,EXCHANGE PL,,,,25,25,28,40.297270,73.996420,N,A BLACK METAL FENCE LOCATED IN THE FRONT YARD O F422 DIVISION STREET WAS DAMAGED,
2018132518LB32935,MONMOUTH,LONG BRANCH CITY,12/11/2018,TU,0850,01,LONG BRANCH PD,MUNICIPAL,0,2,0,0,I,B,N,N,06,2,LIBERTY ST,S,,,,,07,,01,04,02,01,01,01,05,,250,FE,S,CENTRAL AVE,,,,25,25,28,40.307860,73.986250,N,,25368
2018132518LB33154,MONMOUTH,LONG BRANCH CITY,12/13/2018,TH,2231,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,05,2,SAIRS AVE **,S,,,13251109__,.12,07,,01,04,02,01,07,01,05,,,AT,,COTTAGE PL,,,,25,25,26,40.299390,74.002900,N,,25365
2018132518LB33228,MONMOUTH,LONG BRANCH CITY,12/14/2018,FR,2212,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,01,3,BATH AVE,E,,,13251314__,.43,07,,01,04,02,02,07,02,05,,,AT,,PROSPECT ST,,,,25,25,26,40.295340,73.995870,N,,
2018132518LB33257,MONMOUTH,LONG BRANCH CITY,12/15/2018,SA,0712,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,11,1,FLORENCE AVE,N,,,13251317__,.02,07,,01,04,02,01,06,01,05,,,AT,,MACARTHUR AVE,,,,25,25,52,40.313340,73.986040,N,JCP&L UTILITY POLE #JC2143LB,25322
2018132518LB33373,MONMOUTH,LONG BRANCH CITY,12/17/2018,MO,0741,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,03,2,OCEAN AVE,,,,13011310__,2.81,07,,01,08,02,01,01,01,05,,,AT,,S LAKE AVE,,,,40,25,26,,,N,,25325
2018132518LB33431,MONMOUTH,LONG BRANCH CITY,12/17/2018,MO,1758,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,03,2,MYRTLE AVE **,,,,13251006__,.00,07,,01,04,02,01,03,01,05,,,AT,,ROUTE 537 / BROADWAY,,,,25,25,26,,,N,,25360
2018132518LB33557,MONMOUTH,LONG BRANCH CITY,12/19/2018,WE,0752,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,01,2,BATH AVE,E,,,13251314__,.30,07,,01,04,02,01,01,01,05,,35,FE,E,MORRELL ST,,,,25,25,26,40.297090,73.998270,N,,25356
2018132518LB33713,MONMOUTH,LONG BRANCH CITY,12/20/2018,TH,1432,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,I,N,N,01,2,PATTEN AVE,S,,,13251318__,.00,07,,03,04,02,02,01,02,05,,,AT,N,CR 33 / FLORENCE AVE,,,,25,25,26,40.319810,73.992380,N,,25358
2018132518LB33901,MONMOUTH,LONG BRANCH CITY,12/23/2018,SU,1038,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,06,2,WESTBOURNE AVE **,W,,,13251160__,.14,07,,01,04,02,01,05,01,05,,250,FE,W,SPRINGDALE AVE,,,,25,,28,40.296110,73.999180,N,,25366
2018132518LB33998,MONMOUTH,LONG BRANCH CITY,12/25/2018,TU,0044,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,11,1,LIBERTY ST,,,,,,07,,01,04,02,01,06,01,,,25,FE,S,NJ 36,,,,25,35,52,40.311490,73.988160,N,UTILITY POLE BT2234LB,25330
2018132518LB34035,MONMOUTH,LONG BRANCH CITY,12/26/2018,WE,0759,01,LONG BRANCH PD,MUNICIPAL,0,1,0,0,I,I,N,N,03,3,MONMOUTH COUNTY 25 II,S,25,2,130000252_,.85,05,,01,04,02,01,01,01,05,,,AT,W,OVERTON PL,,,,35,25,26,40.293810,74.001730,N,,
2018132518LB34229,MONMOUTH,LONG BRANCH CITY,12/28/2018,FR,2106,01,LONG BRANCH PD,LONG BRANCH,0,0,0,0,P,B,N,N,99,1,HIGH ST **,N,,,13251164__,.02,07,,01,04,02,02,06,01,05,,100,FE,N,BATH AVE,,,,25,25,,40.294270,73.995570,N,355 HIGH ST  EXTENSIVE DAMAGE TO FENCE. OWNER OF RESIDENCE  HARRY WIDDIS.,25322
2018132518LB34241,MONMOUTH,LONG BRANCH CITY,12/29/2018,SA,0121,01,LONG BRANCH PD,LONG BRANCH,0,0,0,0,P,B,Y,N,11,1,OCEAN AVE,N,,,13011310__,2.00,07,,01,04,02,02,06,05,05,,75,FE,N,LINCOLN AVE,,,,35,25,,40.264470,73.989020,N,OVERHEAD FIBERGLASS LIGHT POLE #080 AND TWO TRAFFIC SIGNS. (NO LEFT TURN)(BUS),25299
2018132518LB34327,MONMOUTH,LONG BRANCH CITY,12/30/2018,SU,1117,01,LONG BRANCH PD,MUNICIPAL,0,0,0,0,P,B,N,N,08,2,GROVE ST **,,,,13251170__,.05,07,,01,04,02,01,01,05,05,,25,FE,S,CONOVER ST,,,,25,25,26,40.298240,74.004640,N,,25310
2018132518MU03202,MONMOUTH,LONG BRANCH CITY,04/18/2018,WE,0805,99,MONMOUTH UNIVERSITY PD,MONMOUTH UNIVE?,0,0,0,0,P,B,N,N,11,1,STUDENT CENTER PARKING LOT,,,,,,09,,01,,02,01,01,01,05,01,50,FE,N,HAWK RD,,,,,,,,,N,MONMOUTH UNIVERSITY STUDENT CENTER BUILDING  TO BRICKS  GATE  BUILDING BY LOADI?,11520
2018132518MU05358,MONMOUTH,LONG BRANCH CITY,07/12/2018,TH,1036,99,MONMOUTH UNIVERSITY PD,,0,0,0,0,P,B,N,N,11,1,PARKING LOT 14 A,,,,,,09,,01,04,02,01,01,01,05,01,,,,,,,,15,,,,,N,DISLODGED A METAL RAILING FROM THE CONCRETE BASE.,2158
20181325I-2018-06976,MONMOUTH,LONG BRANCH CITY,05/23/2018,WE,1659,01,HASBROUCK HEIGHTS PD,MUNICIPAL,0,0,0,0,P,B,N,N,01,2,MONMOUTH COUNTY 57,N,57,,13000057__,,05,,03,05,02,01,01,01,04,01,,,,,F,US 46,EB,25,,26,,,N,,164
2018132618-001113,MONMOUTH,MANALAPAN TWP,01/12/2018,FR,1637,01,MARLBORO TWP PD,,0,0,0,0,P,B,N,N,01,2,US 9,S,9,,00000009__,119.00,02,,01,04,02,02,06,02,03,01,1320,FE,N,GORDON'S CORNER RD,,,,55,45,26,,,N,,90
2018132618-003526,MONMOUTH,MANALAPAN TWP,02/03/2018,SA,1023,01,MARLBORO TWP PD,,0,1,0,0,I,B,N,N,01,2,US 9,S,9,,00000009__,119.10,02,,01,04,02,01,01,01,02,,15,FE,N,TWP LINE OF MANALAPAN TWP,,,,50,,26,,,N,,87
2018132618-009032,MONMOUTH,MANALAPAN TWP,03/23/2018,FR,1709,01,MARLBORO TWP PD,,0,0,0,0,P,B,N,N,02,2,US 9,S,9,,00000009__,119.10,02,,01,04,02,01,01,01,03,01,,,,,,,,55,,26,,,N,,133
2018132618-009362,MONMOUTH,MANALAPAN TWP,03/26/2018,MO,2014,01,MARLBORO TWP PD,MARLBORO,0,1,0,0,I,B,N,N,06,2,US 9,N,9,,00000009__,119.20,02,,01,04,02,01,06,01,03,,,,,,,,,55,,26,,,N,,120
2018132618-010667,MONMOUTH,MANALAPAN TWP,04/07/2018,SA,2101,01,MARLBORO TWP PD,,0,1,0,0,I,B,N,N,01,2,US 9,S,9,,00000009__,119.10,02,,01,04,02,01,05,01,03,01,,,,,,,,55,,26,,,N,,133
2018132618-014300,MONMOUTH,MANALAPAN TWP,05/04/2018,FR,2242,01,MARLBORO TWP PD,,0,0,0,0,P,B,N,N,01,2,US 9,S,9,,00000009__,119.10,02,,01,04,02,01,05,01,03,01,,,,,,,,55,,26,,,N,,133
2018132618-023597,MONMOUTH,MANALAPAN TWP,07/17/2018,TU,1553,01,MARLBORO TWP PD,,0,0,0,0,P,B,N,N,01,2,US 9,S,9,,00000009__,119.20,02,,01,04,02,02,01,02,03,01,,,,,,,,55,,26,,,N,,120
2018132618-027023,MONMOUTH,MANALAPAN TWP,08/16/2018,TH,1610,01,MARLBORO TWP PD,,0,0,0,0,P,B,N,N,01,2,US 9,S,9,,00000009__,119.00,02,,01,04,02,01,01,01,02,01,,,,,,,,55,,26,,,N,,90
2018132618-029333,MONMOUTH,MANALAPAN TWP,09/06/2018,TH,1445,01,MARLBORO TWP PD,,0,1,0,0,I,B,N,N,01,2,US 9,S,9,,00000009__,119.10,02,,01,04,02,01,01,01,03,01,,,,,,,,55,,26,,,N,,127
2018132618-032269,MONMOUTH,MANALAPAN TWP,10/03/2018,WE,1421,01,MARLBORO TWP PD,,0,0,0,0,P,B,N,N,01,2,US 9,N,9,,00000009__,119.10,02,,01,04,02,01,01,01,05,01,,,,,,,,55,,26,,,N,,116
2018132618-035649,MONMOUTH,MANALAPAN TWP,11/02/2018,FR,1826,01,MARLBORO TWP PD,,0,1,0,0,I,B,N,N,01,2,US 9,S,9,,00000009__,119.00,02,,01,04,02,01,06,01,02,01,,,,,,,,55,,26,,,N,,90
2018132618FT11202,MONMOUTH,MANALAPAN TWP,04/22/2018,SU,1920,01,FREEHOLD TWP PD,,0,0,0,0,P,B,N,N,01,2,ROUTE 527 ALTERNATE,,527,A,00000527A_,3.60,05,,01,04,02,01,03,01,05,01,30,FE,E,NJ 79,,,,50,45,26,,,N,,16230
2018132618FT20050,MONMOUTH,MANALAPAN TWP,07/16/2018,MO,1630,01,FREEHOLD TWP PD,,0,0,0,0,P,B,N,N,02,2,ROUTE 527 ALTERNATE,E,527,A,00000527A_,3.58,05,,01,04,02,01,01,01,05,01,50,FE,W,E FREEHOLD RD,,,,50,40,26,,,N,,16202
2018132618MB32905,MONMOUTH,MANALAPAN TWP,12/09/2018,SU,2344,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,01,2,US 9,S,9,,00000009__,116.75,02,,01,04,02,01,07,01,02,01,10,FE,N,RYAN RD / SYMMES RD,,,,55,35,26,40.293260,74.298670,N,,26149
2018132618MN00016,MONMOUTH,MANALAPAN TWP,01/01/2018,MO,0339,01,MANALAPAN TWP PD,,0,3,0,0,I,I,N,N,11,1,ROUTE 527,,527,,00000527__,28.09,05,,01,04,02,01,05,01,05,,,AT,,CR 3 / MAIN ST / WOODWARD RD,,,,45,35,56,,,N,,26132
2018132618MN00234,MONMOUTH,MANALAPAN TWP,01/03/2018,WE,1441,01,MANALAPAN TWP PD,,0,1,0,0,I,B,N,N,01,2,WICKATUNK RD,W,,,13261117__,.00,07,,03,04,02,01,01,01,05,01,25,FE,E,CR 3,,,,35,40,26,,,N,,26139
2018132618MN00295,MONMOUTH,MANALAPAN TWP,01/04/2018,TH,1343,01,MANALAPAN TWP PD,,0,0,0,0,P,I,N,N,01,2,ROUTE 527,W,527,,00000527__,28.09,05,,01,04,02,03,01,03,05,01,,AT,,CR 3 / MAIN ST / WOODWARD RD,,,,35,45,26,40.274740,74.342730,N,MILLHURST ROAD TRAFFIC SIGNAL STANDARD (COUNTY OF MONMOUTH),26139
2018132618MN00301,MONMOUTH,MANALAPAN TWP,01/04/2018,TH,1425,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 33,E,33,,00000033__,24.01,02,,01,04,02,03,01,03,03,,20,FE,W,ROUTE 527 / MILLHURST RD / SWEETMAN,,,,55,45,26,40.253480,74.341690,N,,26128
2018132618MN00315,MONMOUTH,MANALAPAN TWP,01/04/2018,TH,1653,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,11,1,ROUTE 527,S,527,,00000527__,25.96,05,,01,04,02,03,03,03,05,01,50,FE,N,WYNDAM LN,,,,45,25,52,40.246910,74.347970,N,,26137
2018132618MN00436,MONMOUTH,MANALAPAN TWP,01/06/2018,SA,1107,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,01,2,US 9,N,9,,00000009__,117.70,02,,01,04,02,01,01,01,02,01,1320,FE,N,TAYLORS MILLS RD,,,,55,35,26,40.305080,74.303330,N,,26139
2018132618MN00441,MONMOUTH,MANALAPAN TWP,01/06/2018,SA,1209,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,01,3,US 9,S,9,,00000009__,117.95,02,,01,04,02,02,01,01,02,01,2640,FE,N,TAYLORS MILLS RD,,,,55,35,26,40.309580,74.305560,N,,
2018132618MN00444,MONMOUTH,MANALAPAN TWP,01/06/2018,SA,1233,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,04,2,ROUTE 527 ALTERNATE,,527,A,00000527A_,3.97,05,,01,04,02,03,01,01,05,,1320,FE,W,DAUM RD,,,,50,35,26,40.277240,74.382990,N,,26105
2018132618MN00451,MONMOUTH,MANALAPAN TWP,01/06/2018,SA,1511,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,11,1,WOODWARD ROAD,,,,,,07,,02,04,02,03,01,01,05,01,1320,FE,W,VILLAGE ROAD,,,,35,25,52,40.274740,74.342730,N,VERIZON POLE #40343,26151
2018132618MN00454,MONMOUTH,MANALAPAN TWP,01/06/2018,SA,1548,01,MANALAPAN TWP PD,,0,1,0,0,I,B,Y,N,11,1,MONMOUTH COUNTY 3,S,3,,13000003__,.86,05,,01,04,02,03,01,01,04,01,300,FE,N,ROUTE 522,,,,35,45,69,40.280930,74.331250,N,WOODEN  FRONT STEPS TO #415 MAIN STREET WERE CRASHED INTO AND BROKEN,26137
2018132618MN00478,MONMOUTH,MANALAPAN TWP,01/07/2018,SU,0137,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,12,1,NJ 33,W,33,,00000033__,22.63,02,,01,04,02,01,07,01,03,,150,FE,N,WOODWARD RD,,,,55,35,,40.253810,74.368340,N,,26146
2018132618MN00525,MONMOUTH,MANALAPAN TWP,01/07/2018,SU,1749,01,MANALAPAN TWP PD,,0,0,0,0,P,B,Y,N,11,1,UNION HILL RD,,,,13261531__,,07,,01,04,02,01,05,01,05,01,100,FE,W,WOODHOLLOW DRIVE,,,,35,25,99,40.323150,74.341900,N,STRUCK CURB ON THE NORTH SIDE OF UNION HILL ROAD  UNKNOWN EXTENT OF DAMAGE,26151
2018132618MN00580,MONMOUTH,MANALAPAN TWP,01/08/2018,MO,1324,01,MANALAPAN TWP PD,,0,0,0,0,P,I,N,N,03,2,GORDONS CORNER RD,E,,,13261107__,1.58,07,,01,04,02,01,01,01,05,01,,AT,,ELKRIDGE ROAD,,,,40,25,26,,,N,399 GORDONS CORNER ROAD MAILBOX,26118
2018132618MN00586,MONMOUTH,MANALAPAN TWP,01/08/2018,MO,1433,01,MANALAPAN TWP PD,,0,0,0,0,P,I,N,N,07,2,PEASE RD,E,,,13261427__,1.58,07,,01,04,02,01,01,01,05,01,,AT,,PINE BROOK RD,,,,35,35,26,40.320820,74.327230,N,,26094
2018132618MN00623,MONMOUTH,MANALAPAN TWP,01/09/2018,TU,0744,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,11,1,PEASE RD,N,,,13261427__,.69,07,,01,04,02,02,01,01,05,01,50,FE,S,GORDONS CORNER ROAD,,,,30,40,,40.308670,74.322230,N,,26139
2018132618MN00683,MONMOUTH,MANALAPAN TWP,01/09/2018,TU,1449,01,MANALAPAN TWP PD,,0,2,0,0,I,B,N,N,01,2,GORDONS CORNER RD,E,,,13261107__,.78,07,,01,04,02,01,01,01,05,01,200,FE,E,PEASE ROAD,,,,40,30,26,40.308670,74.322880,N,,26139
2018132618MN00684,MONMOUTH,MANALAPAN TWP,01/09/2018,TU,1451,01,MANALAPAN TWP PD,,0,0,0,0,P,I,N,N,02,2,RYAN RD,W,,,,,07,,01,04,02,01,01,01,05,01,,AT,,,F,US 9,NB,25,,26,40.295260,74.289690,N,,26094
2018132618MN00686,MONMOUTH,MANALAPAN TWP,01/09/2018,TU,1501,01,MANALAPAN TWP PD,,0,0,0,0,P,I,N,N,03,2,FRANKLIN LANE,S,,,,,07,,01,04,02,02,01,01,05,01,,AT,,391 U S HWY 9 (VELARO GAS STATION),,,,25,,26,40.313540,74.303530,N,,26118
2018132618MN00688,MONMOUTH,MANALAPAN TWP,01/09/2018,TU,1538,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,05,2,TAYLORS MILLS RD,E,,,13261530__,.10,07,,01,04,02,01,01,01,05,01,5,FE,W,CR 3,,,,35,40,26,40.291020,74.340880,N,,26143
2018132618MN00711,MONMOUTH,MANALAPAN TWP,01/09/2018,TU,2011,01,MANALAPAN TWP PD,,0,1,0,0,I,B,N,N,11,1,ROUTE 527 ALTERNATE,W,527,A,00000527A_,1.13,07,,01,04,02,01,07,01,05,01,792,FE,E,BAIRD RD / LAMB LN,,,,45,35,52,40.253480,74.341690,N,UTILITY POLE # BT2491MPN,26143
2018132618MN00736,MONMOUTH,MANALAPAN TWP,01/10/2018,WE,0722,01,MANALAPAN TWP PD,,0,1,0,0,I,B,N,N,04,2,MONMOUTH COUNTY 3,S,3,,13000003__,.19,05,,01,04,02,01,01,01,05,01,1000,FE,N,ROUTE 527 / MILLHURST RD,,,,35,35,26,,,N,,26126
2018132618MN00744,MONMOUTH,MANALAPAN TWP,01/10/2018,WE,0848,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,08,2,FORMAN LANE,N,,,,,07,,01,04,02,02,01,01,05,01,5,FE,W,MCINTOSH LANE,,,,25,,28,,,N,,26118
2018132618MN00771,MONMOUTH,MANALAPAN TWP,01/10/2018,WE,1352,01,MANALAPAN TWP PD,,0,2,0,0,I,B,N,N,01,2,MONMOUTH COUNTY 3,S,3,,13000003__,1.00,05,,01,04,02,01,01,01,05,01,528,FE,N,FREEHOLD ROAD,,,,40,45,26,40.281580,74.330580,N,,26099
2018132618MN00870,MONMOUTH,MANALAPAN TWP,01/11/2018,TH,1201,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,06,2,SYMMES RD COMMUTER LOT,,,,,,09,,01,05,02,02,01,05,,01,,,,,,,,,,28,40.293290,74.300120,N,,26126
2018132618MN00872,MONMOUTH,MANALAPAN TWP,01/11/2018,TH,1249,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,01,2,US 9,S,9,,00000009__,117.51,02,,01,04,02,02,01,01,02,01,300,FE,N,TAYLORS MILLS RD,,,,55,35,26,40.302680,74.303060,N,,26139
2018132618MN00949,MONMOUTH,MANALAPAN TWP,01/12/2018,FR,0735,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,11,1,MCCAFFERY RD,S,,,,,07,,01,04,02,02,01,04,05,01,2640,FE,S,ROUTE 527 ALTERNATE,,,,35,45,,40.278690,74.367470,N,MAILBOX OF 126 MCCAFFERY ROAD,26131
2018132618MN00987,MONMOUTH,MANALAPAN TWP,01/12/2018,FR,1437,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,01,2,TAYLORS MILLS RD,,,,13261530__,.00,07,,01,04,02,02,01,02,05,01,10,FE,W,PEASE ROAD,,,,35,30,26,40.299320,74.319620,N,,26131
2018132618MN01002,MONMOUTH,MANALAPAN TWP,01/12/2018,FR,1753,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,01,2,US 9,N,9,,00000009__,119.13,02,,01,04,02,02,07,02,02,01,50,FE,N,COVERED BRIDGE BLVD,,,,55,25,26,40.323850,74.305340,N,,26152
2018132618MN01057,MONMOUTH,MANALAPAN TWP,01/13/2018,SA,1259,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 33,E,33,,00000033__,22.60,02,,01,04,02,01,01,01,02,01,25,FE,W,WOODWARD RD,,,,50,35,26,40.254350,74.367750,N,,26100
2018132618MN01061,MONMOUTH,MANALAPAN TWP,01/13/2018,SA,1306,01,MANALAPAN TWP PD,,0,1,0,0,I,B,N,N,01,2,MONMOUTH COUNTY 3,N,3,,13000003__,1.05,05,,01,04,02,01,01,01,05,01,100,FE,S,CHURCH LN,,,,35,25,26,40.284490,74.327290,N,,26116
2018132618MN01169,MONMOUTH,MANALAPAN TWP,01/14/2018,SU,2052,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,12,1,WOODWARD RD,N,,,,,07,,01,04,02,01,06,01,05,01,1000,FE,N,NJ 33,,,,35,55,24,40.258280,74.366920,N,,26085
2018132618MN01170,MONMOUTH,MANALAPAN TWP,01/14/2018,SU,2135,01,MANALAPAN TWP PD,,0,2,0,0,I,B,N,N,01,2,ROUTE 527,N,527,,00000527__,27.20,05,,01,04,02,01,07,01,05,01,50,FE,S,HIDDEN POND COURT,,,,45,25,26,40.262230,74.341470,N,,26143
2018132618MN01210,MONMOUTH,MANALAPAN TWP,01/15/2018,MO,1101,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,02,2,ROUTE 522,E,522,,00000522__,14.93,05,,01,04,02,01,01,05,05,01,500,FE,W,FARM TREE RD,,,,40,25,26,40.293750,74.349990,N,,26126
2018132618MN01215,MONMOUTH,MANALAPAN TWP,01/15/2018,MO,1135,01,MANALAPAN TWP PD,,0,2,0,0,I,B,N,N,03,2,ROUTE 527 ALTERNATE,N,527,A,00000527A_,.25,07,,01,04,02,01,01,01,05,01,1320,FE,N,ROUTE 527 / CR 1 / SWEETMANS LN,,,,45,45,26,40.234240,74.371550,N,TREE ON PROPERTY OF 164 SMITHBURG ROAD,26131
2018132618MN01218,MONMOUTH,MANALAPAN TWP,01/15/2018,MO,1227,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,01,2,US 9,S,9,,00000009__,117.95,02,,01,04,02,01,01,01,02,01,2640,FE,N,TAYLORS MILLS RD,,,,55,35,26,40.309330,74.305130,N,,26144
2018132618MN01359,MONMOUTH,MANALAPAN TWP,01/16/2018,TU,1638,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,01,2,US 9,S,9,,00000009__,116.76,02,,01,04,02,01,03,01,05,01,50,FE,N,RYAN RD / SYMMES RD,,,,55,35,26,40.289880,74.298150,N,,26152
2018132618MN01417,MONMOUTH,MANALAPAN TWP,01/17/2018,WE,1322,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,06,2,BROWNING PLACE,E,,,,,07,,01,04,02,05,01,03,05,01,10,FE,E,WHITMAN BOULEVARD,,,,25,25,26,40.302200,74.346610,N,,140
2018132618MN01434,MONMOUTH,MANALAPAN TWP,01/17/2018,WE,1703,01,MANALAPAN TWP PD,,0,2,0,0,I,I,N,N,04,2,ROUTE 527,S,527,,00000527__,22.44,05,,01,04,02,01,07,01,05,01,,AT,,ROUTE 524 / ROUTE 537,,,,50,50,26,,,N,,26143
2018132618MN01439,MONMOUTH,MANALAPAN TWP,01/17/2018,WE,1824,01,MANALAPAN TWP PD,,0,0,0,0,P,I,N,N,01,2,NJ 33,E,33,,00000033__,22.60,02,,01,04,02,01,06,01,03,01,,AT,,WOODWARD RD,,,,55,35,26,40.253810,74.368340,N,,26145
2018132618MN01443,MONMOUTH,MANALAPAN TWP,01/17/2018,WE,1910,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,01,2,US 9,N,9,,00000009__,117.00,02,,01,04,02,02,06,01,02,01,1320,FE,N,RYAN RD / SYMMES RD,,,,55,35,26,40.295210,74.299300,N,,26145
2018132618MN01483,MONMOUTH,MANALAPAN TWP,01/18/2018,TH,1129,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,01,2,US 9,S,9,,00000009__,117.00,02,,01,04,02,01,01,01,02,01,300,FE,N,TAYLORS MILLS ROAD,,,,55,35,26,40.302680,74.303060,N,,26100
2018132618MN01484,MONMOUTH,MANALAPAN TWP,01/18/2018,TH,1129,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,01,2,COVERED BRIDGE BOULEVAR,E,,,,,07,,01,04,02,01,01,01,05,,5,FE,W,US 9,,,,25,55,26,40.325130,74.306180,N,,26099
2018132618MN01502,MONMOUTH,MANALAPAN TWP,01/18/2018,TH,1619,01,MANALAPAN TWP PD,,0,0,0,0,P,B,N,N,08,2,LONE STAR LANE,E,,,,,07,,01,04,02,01,01,01,05,01,50,FE,E,DORTMUNDER DRIVER,,,,25,25,28,40.309850,74.357190,N,,140
2018132618MN01515,MONMOUTH,MANALAPAN TWP,01/18/2018,TH,1810,01,MANALAPAN TWP PD,,0,2,0,0,I,B,N,N,01,3,MONMOUTH COUNTY 22,E,22,,13000022__,.17,05,,01,04,02,02,07,01,05,01,100,FE,W,PENSION RD,,,,40,35,26,40.302050,74.354450,N,,
2018132618MN01517,MONMOUTH,MANALAPAN TWP,01/18/2018,TH,1936,01,MANALAPAN TWP PD,,0,0,0,0,P,I,N,N,03,2,PENSION ROAD,S,,,,,07,,01,04,02,01,07,01,05,01,,AT,,UNION HILL ROAD,,,,25,35,26,40.322230,74.351800,N,,26148
